date,actual_return,predicted_lower_quantile,violation
2023-05-31,-0.0011124366486845116,-0.02045837844474494,False
2023-06-01,0.01954231628304501,-0.0201649289847392,False
2023-06-02,0.0025095307254181386,-0.019238229979455686,False
2023-06-05,0.0038602778041388,-0.019139959391070837,False
2023-06-06,-0.004831917468449616,-0.017886057665529028,False
2023-06-07,0.005195203006775756,-0.01841785603469237,False
2023-06-08,0.011658114312160425,-0.018545998008913097,False
2023-06-09,0.002863681561181889,-0.017874346310607234,False
2023-06-12,-0.000672891945473946,-0.017595472007064756,False
2023-06-13,0.006339458513662867,-0.017019705386042368,False
2023-06-14,-0.0011844159496593588,-0.016128103228427056,False
2023-06-15,-0.02170182888524084,-0.016991859843519988,True
2023-06-16,0.0018733452187047245,-0.01803023056841451,False
2023-06-19,-0.002711183989192425,-0.017694686598196823,False
2023-06-20,-0.0062720708579639,-0.017988795032511887,False
2023-06-21,-0.0016914813731509718,-0.017795105494548203,False
2023-06-22,-0.007371878172032058,-0.01794130541950892,False
2023-06-23,-0.008513624778491258,-0.01830075380377772,False
2023-06-26,0.011296078803094084,-0.01877074371770941,False
2023-06-27,-0.0048618798336552685,-0.018638371621746714,False
2023-06-28,0.0060159390771642,-0.018965578220041947,False
2023-06-29,-0.00659999864836657,-0.01858778542839819,False
2023-06-30,-0.004242851601277421,-0.019875990930408795,False
2023-07-03,0.00271371707940746,-0.020194699802183608,False
2023-07-04,0.010978977357633653,-0.02023311759386019,False
2023-07-05,0.022097493923557542,-0.019423662607996064,False
2023-07-06,-0.013225532986971747,-0.018559637817596997,False
2023-07-07,-0.005579660331459253,-0.019784909937993634,False
2023-07-10,-0.0010843876662633015,-0.020188166788065717,False
2023-07-11,0.002878025373610591,-0.0201938387926483,False
2023-07-12,0.001220317572745415,-0.02036529367199526,False
2023-07-13,-0.0042903131801947025,-0.02024344021821937,False
2023-07-14,0.0066472581906694105,-0.01937124765531141,False
2023-07-17,-0.010655286585737068,-0.019130935229057525,False
2023-07-18,0.009582144787024103,-0.0195265235812291,False
2023-07-19,0.02067434220732004,-0.01873219602132405,False
2023-07-20,-0.01563580451298869,-0.017612288064644845,False
2023-07-21,0.01114177473810049,-0.018023867604037024,False
2023-07-24,-0.009331509164175144,-0.017010691461261586,False
2023-07-25,0.00052530657386435,-0.018007776078485985,False
2023-07-26,0.0058904188046795215,-0.017704121976970907,False
2023-07-27,0.009144652887626604,-0.017676103209456062,False
2023-07-28,0.0022177916305006424,-0.01685457585151734,False
2023-07-31,0.01287810754652267,-0.01612023484127952,False
2023-08-01,0.011363642085833627,-0.015562310308250454,False
2023-08-02,-0.003767763447467863,-0.015493372062167148,False
2023-08-03,-0.010830306370473088,-0.016752164031498346,False
2023-08-04,0.0038233271455673044,-0.016611426584335107,False
2023-08-07,0.0007950228438337152,-0.016120301094145473,False
2023-08-08,0.0036092328032916988,-0.016005354452302317,False
2023-08-09,0.0016794355001675245,-0.015947817964479954,False
2023-08-10,-0.006412898505302731,-0.015903885951770554,False
2023-08-11,-0.0046617776564999,-0.015989039101687638,False
2023-08-14,0.013790791944018957,-0.01653351477770781,False
2023-08-15,-0.00013982173656354753,-0.015293991517251254,False
2023-08-16,0.0076964037766491045,-0.015780038131220406,False
2023-08-17,0.012989484042548464,-0.016428883340543723,False
2023-08-18,0.013977136612320782,-0.014997567200556637,False
2023-08-21,0.0013486860982509514,-0.014855747394635398,False
2023-08-22,-0.0072339018817865735,-0.014321685919303863,False
2023-08-23,0.008377801507732763,-0.014709594629876182,False
2023-08-24,0.0058406174994255,-0.01458517378251329,False
2023-08-25,-0.0045026050949449935,-0.014750323839713116,False
2023-08-28,0.009099130645629219,-0.015084046897949156,False
2023-08-29,-0.0015351232976898953,-0.015157609023379311,False
2023-08-30,-0.002222386669540389,-0.015750807364062182,False
2023-08-31,0.001906238321031523,-0.015621798596672476,False
2023-09-01,0.012301807223616085,-0.01493323143360394,False
2023-09-04,-0.010345970037973383,-0.014457567501208147,False
2023-09-05,0.005152350979734462,-0.014962877216805198,False
2023-09-06,0.010631103159343945,-0.01483398137948973,False
2023-09-07,-0.0018894375862095727,-0.01434060363904427,False
2023-09-08,0.007788321927050926,-0.014075127033645211,False
2023-09-11,-0.002724360895398742,-0.013413318495023271,False
2023-09-12,-0.00363688579079579,-0.014199772577549775,False
2023-09-13,0.012343360630407097,-0.014281617257626996,False
2023-09-14,0.002107675741175223,-0.013997972998912872,False
2023-09-15,0.0036118631689862368,-0.01449076699795531,False
2023-09-18,-0.01568543356820918,-0.014957734254095818,True
2023-09-19,-0.00747698956904236,-0.01663385916680896,False
2023-09-20,0.011993019129628054,-0.01664325305676842,False
2023-09-21,-0.008116529986314888,-0.016459731681270327,False
2023-09-22,-0.006175676872272224,-0.01715482856115402,False
2023-09-25,-0.009260592292473856,-0.01722927899890467,False
2023-09-26,0.005963416908393022,-0.01813673126963009,False
2023-09-27,-0.005943169436779784,-0.01775127038314622,False
2023-09-28,-0.0033988761071183787,-0.017926775645328456,False
2023-09-29,0.0012711948523104072,-0.018181497490556225,False
2023-10-02,-0.002359376231984008,-0.018722494232941776,False
2023-10-03,0.019276800338790586,-0.018312630666462583,False
2023-10-04,0.001788860053949829,-0.017595874322330042,False
2023-10-05,0.012113019173127376,-0.018012788867944742,False
2023-10-06,0.0027696077055642315,-0.017271459977664296,False
2023-10-09,0.003640479121947518,-0.017481189636425032,False
2023-10-10,-0.0058048468540960315,-0.01712174158324414,False
2023-10-11,-0.0007682462127291992,-0.017188933584095553,False
2023-10-12,0.011511424243963859,-0.017803307873938766,False
2023-10-13,-0.002256308539910647,-0.017291914396485735,False
2023-10-16,0.011051359627383676,-0.01754411692961698,False
2023-10-17,0.009849242745650076,-0.016164786223397516,False
2023-10-18,0.004780134019412863,-0.015247178191636648,False
2023-10-19,0.0013351745136524877,-0.01555652603112121,False
2023-10-20,0.004236191488882471,-0.01503264439009662,False
2023-10-23,0.011596994065106794,-0.014460754556012687,False
2023-10-24,-0.0017194215225406577,-0.013151230019364456,False
2023-10-25,-0.013155105470558509,-0.013525620145239559,False
2023-10-26,9.379487137251787e-05,-0.013876465151256918,False
2023-10-27,0.011354361340435057,-0.013692079806660793,False
2023-10-30,0.014713651084617347,-0.013173401867831776,False
2023-10-31,-0.010455282591323297,-0.012303859498852099,False
2023-11-01,-0.005542226301760171,-0.01377457264220819,False
2023-11-02,-0.0013435522866288034,-0.014125235956844085,False
2023-11-03,0.005242507240081392,-0.014782173526682284,False
2023-11-06,0.0007486574499149885,-0.014642637546806817,False
2023-11-07,0.002687855768104345,-0.014771337627258834,False
2023-11-08,0.0037617273915290356,-0.014330811492999213,False
2023-11-09,-0.004409279888824476,-0.013870208987175073,False
2023-11-10,0.014602394153594718,-0.014645465505490623,False
2023-11-13,0.009757749345839723,-0.013781751682491482,False
2023-11-14,-0.012700157129931663,-0.013825653508244815,False
2023-11-15,0.0013203856203482741,-0.014932344813700017,False
2023-11-16,0.004427334500472172,-0.014795408566449649,False
2023-11-17,0.005251938119828276,-0.014598711493410473,False
2023-11-20,0.005334392360673635,-0.014505835088164973,False
2023-11-21,-0.021645737375385582,-0.014777891036175321,True
2023-11-22,-0.01120042102879512,-0.016552809903352266,False
2023-11-23,-0.001038539787385025,-0.016439184678114494,False
2023-11-24,0.001935702374727251,-0.016479910407902764,False
2023-11-27,0.00012028394124905698,-0.016927193387970867,False
2023-11-28,0.02410990765843054,-0.01763098003159339,False
2023-11-29,0.00028403036249572094,-0.015876838805559818,False
2023-11-30,-0.003927298227590093,-0.015559644258801127,False
2023-12-01,-0.005329360225905451,-0.015662949842303302,False
2023-12-04,-0.010406550760705752,-0.016165661502056748,False
2023-12-05,0.0037849974712184055,-0.01669754019904189,False
2023-12-06,0.009957703843613008,-0.01661680140034031,False
2023-12-07,0.02327972295488744,-0.016283294177645933,False
2023-12-08,-0.0020348069326799646,-0.01467416190975409,False
2023-12-11,0.015350811960837398,-0.01514521826535186,False
2023-12-12,-0.005723236469736895,-0.014836980354715586,False
2023-12-13,-0.0027985497598699348,-0.014459549541819433,False
2023-12-14,-0.0014590729844265273,-0.014636911530943944,False
2023-12-15,0.012755775808863824,-0.014902647125302489,False
2023-12-18,-0.010218899394501574,-0.014498870460964312,False
2023-12-19,-0.014719633711589365,-0.015250034425074962,False
2023-12-20,-0.015749093643994315,-0.014902875318613755,True
2023-12-21,0.011067679014264368,-0.015906877683904794,False
2023-12-22,-0.009387365805709182,-0.015291794583887672,False
2023-12-25,-0.00835611690854743,-0.015839627965415777,False
2023-12-26,0.0004773697634639517,-0.016031291676055527,False
2023-12-27,0.012261324422880701,-0.017170829497105664,False
2023-12-28,0.011320698146719222,-0.016529875720388207,False
2023-12-29,-0.01628959311623344,-0.01572538682797453,True
